Sum,	377.031589035,-159.6197339819,76.4500982900001,-988.498732683999,238.42321482453,-17.9677956931,77.2291487320001,-44.4489548837999,389.4932857532,310.778737217,56.1016405778399,-240.7393202573,-345.658119289,-488.298006914001,-34.422391242,850.824780390001,316.3647915042,347.0933137385,513.205057121,-238.8157423074,117.387556304,41.9854459297,-416.268590787001,255.1615848,139.17944143311,58.8737043547101,259.0203265868,231.5691233168,201.2286995543,-220.6425062712,72.44026301,110.1389587337,-127.53146667581,-61.9468590052001,299.966587183999,8.05480416999998,288.1257798027,-37.8685805960001,-238.9792416843,117.1169022206,343.128352388499,-511.7162549961,-481.114069478999,608.6254746,-27.697823555,31.4055517319699,-436.626097388,733.521558852999,-372.196999925,350.082468327,-115.228908804,352.4931392517,27.801954902,-14.1508857063,644.071129824,-193.6538283443,2.36768676199999,486.83473644,446.4844150976,-52.645052571,-264.601287367,-143.8900420648,-106.922028864,172.6822344356,87.8756225068999,95.4812869892999,238.59036942408,-254.2818041696,302.7953813095,18.4528911162,-692.649891490999,-111.2351739187,50.6461525589999,-19.381428739,69.8661057300001,-11.1048424812,202.9739344832,531.824039378,-59.9094772634,-188.741102224,31.036116713,264.343743161,-154.9594484215,534.210205826,-236.02322342,460.781437399999,435.492598472999,267.410005283239,-275.71456453,185.659187424,-537.726394879,-69.6424544813,-232.1012410107,-211.68991906502,358.5709773099,-14.75302897,-222.98656000097,-398.902783259,84.3777170650002,-31.0102800699001,-194.187648947,-363.5886509675,-427.83494887,249.5607157197,334.150794108999,-575.874886828999,-677.357556582001,-117.1820207251,4.767902677,13.147112773,339.59119948025,600.551960355,62.738357727,63.1608235879999,846.157378660002,-191.5144142331,395.055845668,-45.852750148,543.874944948001,550.564857716,-409.973106439,6.83515752899999,314.0224223851,-187.26545489,-26.182735077,256.0118192512,-9.100076058,357.743006627,329.492203051499,414.0015358903,-614.248050439999,-204.771521069112,-346.916190222,-139.632912105,589.047825959999,300.638340722,-667.095396318,-296.4939453681,464.407191333099,451.6643925508,315.328358749,184.2900989062,-94.5954982430999,-70.4894178132,-506.178822865,-139.5526025152,258.855668411,175.808081522,35.1976019390001,207.3265518683,-251.281195038,-140.015891802,27.3952839722701,363.393821934401,-342.69199494795,333.803584859,338.598034295,-192.537482516399,81.6787823048999,111.4802516209,262.2637238893,341.020867086,-598.403488264,46.672531076,-340.2696426182,-306.577495795001,400.4275605606,230.4199403548,-150.389037205,240.766564379,550.762624524001,-18.330046647,-226.583004001,207.2739460178,-202.8421200219,178.698424476,217.323118008701,454.72036547561,477.73119941,123.4562314798,25.954135754,104.7958847902,-271.268515579,-30.0704758841999,51.313575521,110.7214364569,55.2197504595,-238.4448651734,-226.50898335327,-295.6761691902,70.02667115154,-109.6284736591,-169.954759529,122.2516528854,-147.851241975,-104.399805613,-216.3057558986,-306.60373276807,579.425870488,253.2808262583,409.573605872,269.047033645,-510.892968953299,-175.114611263,351.170647491,-168.529146895,-402.022672559899,-111.303988483,-263.466613981,382.353563873,-92.790896603,-826.141266082299,-171.791057835,-582.492055270001,91.7703537925999,184.93420870193,-205.99284447927,-99.2816434999999,-1.53171306070001,-60.6174423117,338.368931673,-584.432033613002,244.5769973508,138.404059477,185.3042811675,78.2615576979999,-16.9741048852,61.2633228908,-188.014307013,-167.7849260537,-228.7157394269,-241.942088942,900.992522379302,41.4472885609999,213.41664865,-208.155808542,394.499942666599,113.1228212253,-15.483547155,-840.95206131,-186.2531053713,33.6557188744,354.8111820974,366.093387443,-590.539049049,-342.390458935,-270.9117636695,219.142511768199,451.798543596999,608.850791285901,-244.3890564841,-205.9495337464,675.004156561,91.7155194037999,-444.235275122999,344.044442699,370.010919682802,-334.0900730094,404.118402685,188.4483216709,152.903494817,-452.9051431166,-73.8196673822001,-210.711587173,-507.098443769,98.268597568,-2.40988492827,-68.5142041276001,157.688514871,-258.158051660299,-318.325141795,-322.3668940147,-71.9850184494901,-183.417831754,127.781667442,-176.606727524999,-259.20124913,-350.189452024,85.523913565,-103.464968217,-26.0134995143,124.986818837,-361.7539202161,-281.2137116321,294.4626546921,-222.8087680535,406.936002509,597.657950896999,221.937696337,-103.0661052876,398.398774436999,121.080665372,13.5811315947,259.067698457,-171.5800523101,-389.275141630001,263.949095203001,-15.2462943022,523.809740315999,-38.5390228627,224.4938883014,718.741130093001,341.1138895991,-302.713211473,-6.5002524816,-82.2693767952,-394.6907051822,43.128072866,-137.206555368,-503.908242498001,-435.476624563,87.5313529013,-242.677610496,241.318664885,-302.111981539,-490.35459205,236.0118846998,-342.95803424118,-294.5689371345,36.8589483814,47.6681311443799,-419.4145312,578.389627359999,47.0832959290001,68.6903677980001,10.7759886125,553.354349940001,8.79315771599999,-133.5129577175,246.2891654944,-318.767548995,286.014691261001,-119.8483238599,-308.5221174122,-118.16071441611,70.1593453679999,84.8192773509998,-306.9677549116,204.9175635552,296.266400652,-31.8839970237,268.4664608073,173.083868939,-357.0589892452,197.011710989,88.3202034,153.08805877009,-92.1864757209998,203.107189667,-147.4207667783,-123.869501944,-106.561723573,-503.071013119,352.9872403455,72.4820440843002,-102.516172043,323.1898835305,-392.477785647,126.677409019,90.1885279510001,220.5906815574,73.4190704419999,231.8809480658,-168.85454443,-172.290435221,-242.770973454001,199.461457217261,65.4541381124,128.1624530544,359.49126766121,153.93941860787,-327.23241832272,692.609324695,4.54779625700002,410.491704129001,121.220095898,-389.668141592,268.612696820901,-73.999867766,-555.195724023,144.7051175875,-283.8888303308,-33.3278342173,172.2921862372,-316.264904556001,184.2789331743,500.839498931001,429.403439832,-226.885263246,-431.4266208061,231.3445845056,259.4163108158,229.6073265933,-164.7616721424,59.3216118020001,116.783832065,-114.4145397657,-75.9660780341002,168.535081558,197.8573203717,422.901305656,-300.27975145,743.9956277,378.2117408699,-143.434707287,61.8960638910001,-537.643472353,407.273904647,317.8781738078,-4.29899753330001,520.677603098,-616.257208514,25.2352014453,-88.6289977610002,-284.2760053432,-686.289212408,-407.041006652001,5.93077007800001,151.062998708,-517.6936057136,-659.389504765001,60.9359538709999,724.026401977999,-775.610352894,-56.113508812,169.4628192834,232.87988776,-87.013575448,45.5220945110001,-588.077428142,100.170443562,-173.8072136205,20.8651367279,-207.878841558,478.1557405797,-108.54406154,193.6377361677,408.179234315001,-250.5549849594,495.852257539999,-460.918009303,74.6211124047,123.22089358749,-434.95628364,-56.609315376,349.8311597198,-378.0985239651,771.34183692,425.661182878001,21.3927779531,-18.8849930885,-418.490680514999,410.684643576399,-590.96672277,371.898350416999,71.6107357007,508.917419438,65.0785830343001,-418.910652794,-653.6985158014,485.692603935501,-492.684165356001,461.545599227999,-705.220032558,51.2680427456,525.235926481001,-97.5964106422999,-176.328886984,-103.1710391145,-20.606428884,-233.672486678099,-45.6394102609999,-224.9190903516,338.627921081,-135.792603184,-284.615431227599,-274.2632166932,-657.033609259001,-83.0883790919999,-183.966383238,-481.297451664,-295.5916626701,-477.005971553,-8.34100874890001,301.85758113,280.028543101,-647.603567369002,-471.498672040999,253.221500799,162.106771593,24.015362519,331.891341247,49.3027735080001,507.105095463999,332.173430318,-46.5521849214,292.166523988,417.4288461944,111.9166116498,-342.737848856701
Avg,	0.174068138981995,-0.0736933213212835,0.0352955209095106,-0.456370606040627,0.110075353104585,-0.00829538120641737,0.0356551933204063,-0.0205212164745152,0.179821461566574,0.143480488096491,0.0259010344311357,-0.111144653858403,-0.159583619246999,-0.225437676322253,-0.0158921473878116,0.392809224556787,0.146059460528255,0.160246220562558,0.236936776140812,-0.110256575395845,0.0541955476934441,0.0193838623867498,-0.192183098239612,0.117803132409972,0.064256436488047,0.0271808422690259,0.119584638313389,0.106910952593167,0.0929033700620035,-0.101866346385596,0.0334442580840259,0.0508490114190674,-0.0588787934791366,-0.0285996578971376,0.138488729078485,0.00371874615420129,0.133022059004017,-0.0174831858707295,-0.110332059872715,0.0540705919762697,0.158415675156279,-0.236249425205956,-0.222120992372576,0.280990523822715,-0.0127875455009234,0.014499331362867,-0.201581762413666,0.338652612582179,-0.17183610338181,0.161626254998615,-0.0531989421994461,0.162739214797645,0.0128356209150508,-0.00653318823005541,0.297355092254848,-0.0894061996049401,0.00109311484856879,0.224762112853186,0.206133155631394,-0.0243051950927978,-0.122161259172207,-0.0664312290234534,-0.0493638175734072,0.079724023285134,0.0405704628379039,0.0440818499488919,0.110152525126537,-0.11739695483361,0.139794728213066,0.00851934031218838,-0.31978296006048,-0.0513551126125115,0.023382341901662,-0.00894802804201293,0.0322558198199447,-0.00512688941883656,0.093709111026408,0.245532797496768,-0.0276590384410896,-0.0871380896694366,0.0143287704122807,0.122042356030009,-0.0715417582740074,0.246634444056325,-0.108967323831948,0.212733812280701,0.201058448048476,0.123457989512114,-0.127292042719298,0.0857152296509697,-0.248257800036473,-0.0321525643957987,-0.107156620965236,-0.0977331112950233,0.165545234215097,-0.00681118604339797,-0.102948550323624,-0.184165643240535,0.0389555480447831,-0.0143168421375347,-0.0896526541768235,-0.167861796383888,-0.197523060420129,0.11521732027687,0.154270911407664,-0.265870215525854,-0.3127227869723,-0.0541006559210989,0.00220124777331486,0.00606976582317635,0.156782640572599,0.277263139591413,0.0289650774362881,0.0291601216934441,0.390654376112651,-0.0884184737918283,0.18238958710434,-0.0211693213979686,0.251096465811635,0.254185068197599,-0.189276595770545,0.00315565906232686,0.144978034342151,-0.0864568120452447,-0.0120880586689751,0.118195669091043,-0.0042013278199446,0.165162976282087,0.152120130679363,0.19113644316265,-0.283586357543859,-0.094539021730892,-0.160164446085873,-0.0644657950623268,0.271951904875346,0.138798864599261,-0.307984947515236,-0.13688547800928,0.214407752231348,0.208524650300462,0.145580959717913,0.0850831481561404,-0.0436728985425207,-0.0325435908648199,-0.233692900676362,-0.0644287176893814,0.119508618841644,0.081167165984303,0.0162500470632503,0.0957186296714219,-0.116011632058172,-0.0646426093268698,0.0126478688699308,0.167771847615144,-0.158214217427493,0.154110611661588,0.156324115556325,-0.0888908044858723,0.0377095024491689,0.0514682602127885,0.12108205165711,0.157442690252077,-0.276271231885503,0.0215477982807017,-0.157095864551339,-0.141540856784396,0.184869603213574,0.106380397209049,-0.0694316884602953,0.111157231938597,0.254276373279779,-0.00846262541412742,-0.104608958449215,0.0956943425751615,-0.0936482548577561,0.0825015810138504,0.100333849496168,0.209935533460577,0.220559187169898,0.0569973367866112,0.0119825188153278,0.048382218278024,-0.125239388540628,-0.0138829528551246,0.0236904780798707,0.0511179300355033,0.0254938829452908,-0.110085348648846,-0.104574784558297,-0.13650792668061,0.0323299497467867,-0.0506133304058633,-0.0784648012599263,0.0564412063182825,-0.0682600378462605,-0.0481993562386888,-0.0998641532311173,-0.141552969883689,0.267509635497691,0.116934822833934,0.189092154142197,0.12421377361265,-0.235869330080009,-0.0808470042765468,0.162128646117729,-0.0778066236819021,-0.185606035346214,-0.0513868829561403,-0.121637402576639,0.176525191077101,-0.0428397491241921,-0.381413326907802,-0.0793125844113573,-0.268925233273315,0.0423685843917821,0.0853805210996906,-0.0951028829544184,-0.0458364005078485,-0.000707162077885506,-0.0279858921106648,0.156218343339335,-0.26982088347784,0.112916434603324,0.063898457745614,0.0855513763469529,0.0361318364256694,-0.0078366135204063,0.028284082590397,-0.0868025424806095,-0.0774630314190676,-0.105593600843444,-0.111699948726685,0.415970693619253,0.0191354056144967,0.0985303087026778,-0.0961014813213296,0.182132937519206,0.0522266025970914,-0.00714845205678671,-0.388251182506925,-0.0859894299959835,0.0155381896927054,0.163809410017267,0.169018184415051,-0.272640373522161,-0.158075004125116,-0.12507468313458,0.10117382814783,0.208586585224838,0.281094548146769,-0.112829665966805,-0.0950828872328717,0.311636268033703,0.042343268422807,-0.20509477152493,0.158838616204525,0.170826832725209,-0.154242877659003,0.186573593114035,0.0870029185922899,0.0705925645507848,-0.20909748066325,-0.0340811022078486,-0.0972814345212372,-0.23411747173084,0.0453686969381348,-0.00111259691979224,-0.0316316731891044,0.0728017150835643,-0.119186542779455,-0.146964516064174,-0.148830514318883,-0.0332340805399308,-0.0846804394062787,0.0589943062982456,-0.0815358852839333,-0.119668166726685,-0.161675647287165,0.0394847246375808,-0.0477677600263157,-0.0120099259068791,0.0577039791491228,-0.167014736941874,-0.129830891796907,0.13594767067964,-0.102866467245383,0.18787442405771,0.275927031808402,0.102464310404894,-0.0475836127828255,0.18393295218698,0.0559005841975992,0.00627014385720222,0.119606508982918,-0.0792151672715143,-0.179720748674977,0.121860154756695,-0.00703891703702678,0.241832751761773,-0.0177927160030933,0.103644454432779,0.331828776589567,0.157485636934026,-0.139756792000462,-0.00300103992686981,-0.0379821684188366,-0.182221008856048,0.0199113909815328,-0.0633455934293627,-0.232644617958449,-0.201051073205448,0.0404115202683749,-0.112039524698061,0.111412125985688,-0.139479215853647,-0.226387161611265,0.108962088965743,-0.158337042585956,-0.135996739212604,0.0170170583478301,0.0220074474350784,-0.193635517636196,0.267031222234533,0.021737440410434,0.0317130045235457,0.00497506399469068,0.255472922409973,0.00405962960110803,-0.0616403313561865,0.113706909277193,-0.147168766849031,0.132047410554479,-0.0553316361310712,-0.142438650698153,-0.0545524997304293,0.0323912028476454,0.0391594078259464,-0.141721031815143,0.0946064467013851,0.136780425047091,-0.0147202202325485,0.123945734444737,0.0799094501103417,-0.164847178783564,0.0909564686006464,0.0407757171745152,0.070677774132082,-0.0425606997788549,0.0937706323485687,-0.0680612958348569,-0.0571881357082179,-0.0491974716403509,-0.232258085465836,0.162967331646122,0.033463547592013,-0.0473297193180978,0.14921047254409,-0.181199347020776,0.0584844916985226,0.0416382862192983,0.101842419924931,0.0338961544053555,0.107054916004525,-0.0779568533841182,-0.079543137221145,-0.112082628556787,0.0920874687060299,0.0302189003289012,0.0591701075966759,0.165970114340356,0.0710708303822114,-0.151076832097285,0.319764231161127,0.00209962892751617,0.189516022220222,0.0559649565549399,-0.179902189100646,0.124013248763112,-0.0341642972142197,-0.256323048948754,0.0668075335122345,-0.131065941980979,-0.0153868117346722,0.0795439456312097,-0.14601334467036,0.0850779931552634,0.231227838841644,0.198247202138504,-0.10474850565374,-0.199181265376777,0.106807287398707,0.11976745651699,0.106005229267452,-0.0760672539900277,0.0273876324108957,0.0539168199746075,-0.052822963880748,-0.0350720581874885,0.0778093636001845,0.0913468699777009,0.195245293469991,-0.138633310918744,0.343488286103417,0.174612992091367,-0.0662210098277932,0.0285762067825485,-0.248219516321791,0.188030426891505,0.146758159652724,-0.00198476340410896,0.240386705031394,-0.284513946682364,0.0116506008519391,-0.0409182815147738,-0.131244693140905,-0.316846358452447,-0.187922902424746,0.00273812099630656,0.069742843355494,-0.239009051575993,-0.304427287518468,0.0281329426920591,0.334268883646352,-0.358084188778394,-0.0259065137636196,0.0782376820329641,0.107516106999077,-0.0401724725060019,0.0210166641325023,-0.271503891108957,0.0462467421800552,-0.0802434042569254,0.00963302711352724,-0.0959736110609418,0.220755189556648,-0.0501126784579871,0.0893987701605264,0.188448399960757,-0.115676355013574,0.228925326657433,-0.212796864867498,0.0344511137602493,0.0568886858668006,-0.200810841939058,-0.0261354179944598,0.161510230710896,-0.174560722052216,0.356113498116343,0.196519475012927,0.00987662878721147,-0.00871883337419206,-0.193208993774238,0.189605098604062,-0.272837822146814,0.17169822272253,0.0330612814869344,0.234957257358264,0.0300455138662512,-0.193402886793167,-0.301799868791043,0.224234812527932,-0.22746268021976,0.213086610908587,-0.325586349288089,0.0236694564845799,0.242491194127886,-0.0450583613307017,-0.0814076117192982,-0.047632058686288,-0.00951358674238226,-0.107882034477424,-0.0210708265286242,-0.10384076193518,0.156337913703139,-0.0626927992539243,-0.131401399458725,-0.126621983699538,-0.303339616463066,-0.0383602858227146,-0.0849336949390582,-0.222205656354571,-0.136468911666713,-0.220224363597876,-0.00385088123217913,0.139361764141274,0.129283722576639,-0.298985949847185,-0.217681750711449,0.116907433425208,0.074841538131579,0.0110874249856879,0.153227766042013,0.022762129966759,0.234120542688827,0.153358001070175,-0.0214922368058172,0.134887591868883,0.192718765556048,0.0516697191365651,-0.158235387283795
Number of terms: 2166
