class,label
http://dbpedia.org/ontology/City,city
http://dbpedia.org/ontology/CityDistrict,city district
http://dbpedia.org/ontology/HistoricalSettlement,Historical settlement
http://dbpedia.org/ontology/Town,town
http://dbpedia.org/ontology/Village,village
http://dbpedia.org/ontology/Settlement,settlement
