class,label
http://dbpedia.org/ontology/PopulatedPlace,populated place
http://dbpedia.org/ontology/WineRegion,wine region
http://dbpedia.org/ontology/WorldHeritageSite,World Heritage Site
http://dbpedia.org/ontology/Place,place
http://dbpedia.org/ontology/Country,country
http://dbpedia.org/ontology/City,city
http://dbpedia.org/ontology/LargestCity,largest city
http://dbpedia.org/ontology/NearestCity,nearest city
