entity	label
http://dbpedia.org/resource/Saint-Maurice-aux-Riches-Hommes	Saint-Maurice-aux-Riches-Hommes
http://dbpedia.org/resource/Saint-Maurice-d'ArdÌ¬che	Saint-Maurice-d'ArdÌ¬che
http://dbpedia.org/resource/Saint-Maurice-d'Ibie	Saint-Maurice-d'Ibie
http://dbpedia.org/resource/Saint-Maurice-d'Ìätelan	Saint-Maurice-d'Ìätelan
http://dbpedia.org/resource/Saint-Maurice-de-Cazevieille	Saint-Maurice-de-Cazevieille
http://dbpedia.org/resource/Saint-Maurice-de-Lestapel	Saint-Maurice-de-Lestapel
http://dbpedia.org/resource/Saint-Maurice-de-Lignon	Saint-Maurice-de-Lignon
http://dbpedia.org/resource/Saint-Maurice-de-Rotherens	Saint-Maurice-de-Rotherens
http://dbpedia.org/resource/Saint-Maurice-de-RÌ©mens	Saint-Maurice-de-RÌ©mens
http://dbpedia.org/resource/Saint-Maurice-de-Satonnay	Saint-Maurice-de-Satonnay
http://dbpedia.org/resource/Saint-Maurice-de-Tavernole	Saint-Maurice-de-Tavernole
http://dbpedia.org/resource/Saint-Maurice-des-Champs	Saint-Maurice-des-Champs
http://dbpedia.org/resource/Saint-Maurice-des-Lions	Saint-Maurice-des-Lions
http://dbpedia.org/resource/Saint-Maurice-des-Noues	Saint-Maurice-des-Noues
http://dbpedia.org/resource/Saint-Maurice-du-DÌ©sert	Saint-Maurice-du-DÌ©sert
http://dbpedia.org/resource/Saint-Maurice-en-Chalencon	Saint-Maurice-en-Chalencon
http://dbpedia.org/resource/Saint-Maurice-en-Cotentin	Saint-Maurice-en-Cotentin
http://dbpedia.org/resource/Saint-Maurice-en-Gourgois	Saint-Maurice-en-Gourgois
http://dbpedia.org/resource/Saint-Maurice-en-Quercy	Saint-Maurice-en-Quercy
http://dbpedia.org/resource/Saint-Maurice-en-RiviÌ¬re	Saint-Maurice-en-RiviÌ¬re
http://dbpedia.org/resource/Saint-Maurice-en-TriÌ¬ves	Saint-Maurice-en-TriÌ¬ves
http://dbpedia.org/resource/Saint-Maurice-en-Valgodemard	Saint-Maurice-en-Valgodemard
http://dbpedia.org/resource/Saint-Maurice-l'Exil	Saint-Maurice-l'Exil
http://dbpedia.org/resource/Saint-Maurice-la-ClouÌ¬re	Saint-Maurice-la-ClouÌ¬re
http://dbpedia.org/resource/Saint-Maurice-la-Fougereuse	Saint-Maurice-la-Fougereuse
http://dbpedia.org/resource/Saint-Maurice-la-Souterraine	Saint-Maurice-la-Souterraine
http://dbpedia.org/resource/Saint-Maurice-le-Girard	Saint-Maurice-le-Girard
http://dbpedia.org/resource/Saint-Maurice-le-Vieil	Saint-Maurice-le-Vieil
http://dbpedia.org/resource/Saint-Maurice-lÌ¬s-Charencey	Saint-Maurice-lÌ¬s-Charencey
http://dbpedia.org/resource/Saint-Maurice-lÌ¬s-ChÌ¢teauneuf	Saint-Maurice-lÌ¬s-ChÌ¢teauneuf
http://dbpedia.org/resource/Saint-Maurice-lÌ¬s-Couches	Saint-Maurice-lÌ¬s-Couches
http://dbpedia.org/resource/Saint-Maurice-prÌ¬s-Crocq	Saint-Maurice-prÌ¬s-Crocq
http://dbpedia.org/resource/Saint-Maurice-prÌ¬s-Pionsat	Saint-Maurice-prÌ¬s-Pionsat
http://dbpedia.org/resource/Saint-Maurice-sous-les-CÌ«tes	Saint-Maurice-sous-les-CÌ«tes
http://dbpedia.org/resource/Saint-Maurice-sur-Adour	Saint-Maurice-sur-Adour
http://dbpedia.org/resource/Saint-Maurice-sur-Aveyron	Saint-Maurice-sur-Aveyron
http://dbpedia.org/resource/Saint-Maurice-sur-Dargoire	Saint-Maurice-sur-Dargoire
http://dbpedia.org/resource/Saint-Maurice-sur-Fessard	Saint-Maurice-sur-Fessard
http://dbpedia.org/resource/Saint-Maurice-sur-Huisne	Saint-Maurice-sur-Huisne
http://dbpedia.org/resource/Saint-Maurice-sur-Mortagne	Saint-Maurice-sur-Mortagne
http://dbpedia.org/resource/Saint-Maurice-sur-Moselle	Saint-Maurice-sur-Moselle
http://dbpedia.org/resource/Saint-Maurice-sur-Vingeanne	Saint-Maurice-sur-Vingeanne
http://dbpedia.org/resource/Saint-Maurice_(electoral_district)	Saint-Maurice (electoral district)
http://dbpedia.org/resource/Saint-Maurice_(provincial_electoral_district)	Saint-Maurice (provincial electoral district)
http://dbpedia.org/resource/Saint-Maurice_River	Saint-Maurice River
"http://dbpedia.org/resource/San_AndrÌ©s,_Chihuahua"	"San AndrÌ©s, Chihuahua"
"http://dbpedia.org/resource/San_AndrÌ©s,_ChiriquÌ_"	"San AndrÌ©s, ChiriquÌ_"
http://dbpedia.org/resource/San_AndrÌ©s_(island)	San AndrÌ©s (island)
http://dbpedia.org/resource/San_AndrÌ©s_Cabecera_Nueva	San AndrÌ©s Cabecera Nueva
"http://dbpedia.org/resource/San_AndrÌ©s_Cholula,_Puebla"	"San AndrÌ©s Cholula, Puebla"
http://dbpedia.org/resource/San_AndrÌ©s_Dinicuiti	San AndrÌ©s Dinicuiti
http://dbpedia.org/resource/San_AndrÌ©s_District	San AndrÌ©s District
http://dbpedia.org/resource/San_AndrÌ©s_Duraznal	San AndrÌ©s Duraznal
http://dbpedia.org/resource/San_AndrÌ©s_Huaxpaltepec	San AndrÌ©s Huaxpaltepec
http://dbpedia.org/resource/San_AndrÌ©s_Ixtlahuaca	San AndrÌ©s Ixtlahuaca
http://dbpedia.org/resource/San_AndrÌ©s_Lagunas	San AndrÌ©s Lagunas
http://dbpedia.org/resource/San_AndrÌ©s_LarrÌÁinzar	San AndrÌ©s LarrÌÁinzar
"http://dbpedia.org/resource/San_AndrÌ©s_Municipality,_Beni"	"San AndrÌ©s Municipality, Beni"
http://dbpedia.org/resource/San_AndrÌ©s_PaxtlÌÁn	San AndrÌ©s PaxtlÌÁn
http://dbpedia.org/resource/San_AndrÌ©s_Sinaxtla	San AndrÌ©s Sinaxtla
http://dbpedia.org/resource/San_AndrÌ©s_Solaga	San AndrÌ©s Solaga
http://dbpedia.org/resource/San_AndrÌ©s_Teotilalpam	San AndrÌ©s Teotilalpam
http://dbpedia.org/resource/San_AndrÌ©s_Tepetlapa	San AndrÌ©s Tepetlapa
http://dbpedia.org/resource/San_AndrÌ©s_YaÌÁ	San AndrÌ©s YaÌÁ
http://dbpedia.org/resource/San_AndrÌ©s_YutatÌ_o	San AndrÌ©s YutatÌ_o
http://dbpedia.org/resource/San_AndrÌ©s_Zabache	San AndrÌ©s Zabache
http://dbpedia.org/resource/San_AndrÌ©s_Zautla	San AndrÌ©s Zautla
http://dbpedia.org/resource/San_AndrÌ©s_de_Cuerquia	San AndrÌ©s de Cuerquia
"http://dbpedia.org/resource/San_Diego,_Cesar"	"San Diego, Cesar"
http://dbpedia.org/resource/San_Diego_Creek	San Diego Creek
http://dbpedia.org/resource/San_Diego_Pro-cathedral	San Diego Pro-cathedral
"http://dbpedia.org/resource/San_Miguel_District,_CaÌ±as"	"San Miguel District, CaÌ±as"
"http://dbpedia.org/resource/Sanga,_Nigeria"	"Sanga, Nigeria"
"http://dbpedia.org/resource/Sangha,_Mali"	"Sangha, Mali"
http://dbpedia.org/resource/Santa_Maria_Maddalena_dei_Pazzi	Santa Maria Maddalena dei Pazzi
"http://dbpedia.org/resource/Saron,_Thiruvannamalai"	"Saron, Thiruvannamalai"
"http://dbpedia.org/resource/Saron,_Western_Cape"	"Saron, Western Cape"
http://dbpedia.org/resource/Schofield_Pass_(Colorado)	Schofield Pass (Colorado)
"http://dbpedia.org/resource/Sculthorpe,_Norfolk"	"Sculthorpe, Norfolk"
http://dbpedia.org/resource/Scunthorpe	Scunthorpe
http://dbpedia.org/resource/Sedgefield	Sedgefield
"http://dbpedia.org/resource/Sedgefield,_North_Carolina"	"Sedgefield, North Carolina"
"http://dbpedia.org/resource/Sedgefield,_Western_Cape"	"Sedgefield, Western Cape"
http://dbpedia.org/resource/Selby	Selby
"http://dbpedia.org/resource/Selby,_California"	"Selby, California"
"http://dbpedia.org/resource/Selby,_Gauteng"	"Selby, Gauteng"
"http://dbpedia.org/resource/Selby,_Victoria"	"Selby, Victoria"
"http://dbpedia.org/resource/Selby_Township,_Bureau_County,_Illinois"	"Selby Township, Bureau County, Illinois"
"http://dbpedia.org/resource/Sera,_Hiroshima"	"Sera, Hiroshima"
"http://dbpedia.org/resource/Shankill,_Dublin"	"Shankill, Dublin"
"http://dbpedia.org/resource/Shipton,_North_Yorkshire"	"Shipton, North Yorkshire"
http://dbpedia.org/resource/Shipton-on-Cherwell	Shipton-on-Cherwell
http://dbpedia.org/resource/Shipton-under-Wychwood	Shipton-under-Wychwood
http://dbpedia.org/resource/Shipton_Bellinger	Shipton Bellinger
http://dbpedia.org/resource/Shipton_Gorge	Shipton Gorge
http://dbpedia.org/resource/Shiptonthorpe	Shiptonthorpe
http://dbpedia.org/resource/Shire_of_Capel	Shire of Capel
"http://dbpedia.org/resource/Shiva,_Iran"	"Shiva, Iran"
"http://dbpedia.org/resource/Shivaling,_Nepal"	"Shivaling, Nepal"
"http://dbpedia.org/resource/Shock,_West_Virginia"	"Shock, West Virginia"
http://dbpedia.org/resource/Sinop_Airport	Sinop Airport
http://dbpedia.org/resource/Sir_William_Wallace_Hotel	Sir William Wallace Hotel
http://dbpedia.org/resource/Snowmass_(ski_area)	Snowmass (ski area)
http://dbpedia.org/resource/Snowmass_Mountain	Snowmass Mountain
"http://dbpedia.org/resource/Snowshoe,_West_Virginia"	"Snowshoe, West Virginia"
http://dbpedia.org/resource/Snowshoe_Mountain	Snowshoe Mountain
"http://dbpedia.org/resource/Sola,_Vanuatu"	"Sola, Vanuatu"
"http://dbpedia.org/resource/Sori,_Benin"	"Sori, Benin"
http://dbpedia.org/resource/South_Beach_State_Park	South Beach State Park
http://dbpedia.org/resource/South_Westshore	South Westshore
http://dbpedia.org/resource/Southern_Moreton_Bay_Islands_(Redland_City)	Southern Moreton Bay Islands (Redland City)
http://dbpedia.org/resource/Spata	Spata
http://dbpedia.org/resource/Spata-Artemida	Spata-Artemida
"http://dbpedia.org/resource/St_Mary_Star_of_the_Sea_Church,_Hastings"	"St Mary Star of the Sea Church, Hastings"
"http://dbpedia.org/resource/Staple_Hill,_Gloucestershire"	"Staple Hill, Gloucestershire"
http://dbpedia.org/resource/Studenica_(river)	Studenica (river)
http://dbpedia.org/resource/Studenica_Monastery	Studenica Monastery
"http://dbpedia.org/resource/Swinton,_Glasgow"	"Swinton, Glasgow"
"http://dbpedia.org/resource/Swinton,_Harrogate"	"Swinton, Harrogate"
"http://dbpedia.org/resource/Swinton,_Ryedale"	"Swinton, Ryedale"
"http://dbpedia.org/resource/Swinton,_Scottish_Borders"	"Swinton, Scottish Borders"
http://dbpedia.org/resource/Sydney_Showground_(Olympic_Park)	Sydney Showground (Olympic Park)
http://dbpedia.org/resource/Talbot_River_(Ontario)	Talbot River (Ontario)
http://dbpedia.org/resource/Tampines	Tampines
http://dbpedia.org/resource/Tampines_Mall	Tampines Mall
http://dbpedia.org/resource/Tantramar_Civic_Centre	Tantramar Civic Centre
http://dbpedia.org/resource/Taylor_Pass_(British_Columbia)	Taylor Pass (British Columbia)
http://dbpedia.org/resource/Than_Sadet‰ÛÒKo_Pha-ngan_National_Park	Than Sadet‰ÛÒKo Pha-ngan National Park
"http://dbpedia.org/resource/The_Abbey_(Daytona_Beach,_Florida)"	"The Abbey (Daytona Beach, Florida)"
http://dbpedia.org/resource/The_Artesian_Hotel	The Artesian Hotel
http://dbpedia.org/resource/The_Boilermaker	The Boilermaker
http://dbpedia.org/resource/The_Dome_(Dubai)	The Dome (Dubai)
http://dbpedia.org/resource/The_Dome_Center	The Dome Center
http://dbpedia.org/resource/The_Dome_Leisure_Centre	The Dome Leisure Centre
http://dbpedia.org/resource/The_First_Cathedral	The First Cathedral
"http://dbpedia.org/resource/The_Forks,_California"	"The Forks, California"
"http://dbpedia.org/resource/The_Forks,_Kentucky"	"The Forks, Kentucky"
"http://dbpedia.org/resource/The_Fort_(North_Lewisburg,_Ohio)"	"The Fort (North Lewisburg, Ohio)"
"http://dbpedia.org/resource/The_Fort_(Taft,_California)"	"The Fort (Taft, California)"
http://dbpedia.org/resource/The_Fort_Shopping_Park	The Fort Shopping Park
http://dbpedia.org/resource/The_Fortress_(Alberta)	The Fortress (Alberta)
http://dbpedia.org/resource/The_Fortress_(Antarctica)	The Fortress (Antarctica)
http://dbpedia.org/resource/The_Hexagon	The Hexagon
http://dbpedia.org/resource/The_Shoe	The Shoe
http://dbpedia.org/resource/The_Sphinx_(Wyoming)	The Sphinx (Wyoming)
http://dbpedia.org/resource/The_Sphinx_(volcano)	The Sphinx (volcano)
http://dbpedia.org/resource/Tobique‰ÛÓMactaquac	Tobique‰ÛÓMactaquac
http://dbpedia.org/resource/Toga_River	Toga River
"http://dbpedia.org/resource/Tonga,_Mpumalanga"	"Tonga, Mpumalanga"
http://dbpedia.org/resource/Tonga_Island	Tonga Island
"http://dbpedia.org/resource/Trigo,_Madera_County,_California"	"Trigo, Madera County, California"
"http://dbpedia.org/resource/Trung_Thu,_Dien_Bien"	"Trung Thu, Dien Bien"
http://dbpedia.org/resource/Tsukaguchi_Station_(Hankyu)	Tsukaguchi Station (Hankyu)
"http://dbpedia.org/resource/University_High_School_(Oakland,_California)"	"University High School (Oakland, California)"
"http://dbpedia.org/resource/University_House,_Berkeley"	"University House, Berkeley"
"http://dbpedia.org/resource/Uptown,_Dallas"	"Uptown, Dallas"
"http://dbpedia.org/resource/Uptown,_Harrisburg"	"Uptown, Harrisburg"
"http://dbpedia.org/resource/Uptown,_Minneapolis"	"Uptown, Minneapolis"
"http://dbpedia.org/resource/Uptown,_New_Orleans"	"Uptown, New Orleans"
http://dbpedia.org/resource/Uptown_Houston	Uptown Houston
http://dbpedia.org/resource/Uptown_Oakland	Uptown Oakland
http://dbpedia.org/resource/Uptown_Tampa	Uptown Tampa
"http://dbpedia.org/resource/Varennes,_Dordogne"	"Varennes, Dordogne"
"http://dbpedia.org/resource/Varennes,_Haute-Garonne"	"Varennes, Haute-Garonne"
"http://dbpedia.org/resource/Varennes,_Indre-et-Loire"	"Varennes, Indre-et-Loire"
"http://dbpedia.org/resource/Varennes,_Quebec"	"Varennes, Quebec"
"http://dbpedia.org/resource/Varennes,_Somme"	"Varennes, Somme"
"http://dbpedia.org/resource/Varennes,_Tarn-et-Garonne"	"Varennes, Tarn-et-Garonne"
"http://dbpedia.org/resource/Varennes,_Vienne"	"Varennes, Vienne"
"http://dbpedia.org/resource/Varennes,_Yonne"	"Varennes, Yonne"
http://dbpedia.org/resource/Varennes-Changy	Varennes-Changy
http://dbpedia.org/resource/Varennes-Jarcy	Varennes-Jarcy
http://dbpedia.org/resource/Varennes-Saint-Honorat	Varennes-Saint-Honorat
http://dbpedia.org/resource/Varennes-Saint-Sauveur	Varennes-Saint-Sauveur
http://dbpedia.org/resource/Varennes-Vauzelles	Varennes-Vauzelles
http://dbpedia.org/resource/Varennes-en-Argonne	Varennes-en-Argonne
http://dbpedia.org/resource/Varennes-le-Grand	Varennes-le-Grand
http://dbpedia.org/resource/Varennes-lÌ¬s-MÌ¢con	Varennes-lÌ¬s-MÌ¢con
http://dbpedia.org/resource/Varennes-lÌ¬s-Narcy	Varennes-lÌ¬s-Narcy
http://dbpedia.org/resource/Varennes-sous-Dun	Varennes-sous-Dun
http://dbpedia.org/resource/Varennes-sur-Allier	Varennes-sur-Allier
http://dbpedia.org/resource/Varennes-sur-Fouzon	Varennes-sur-Fouzon
http://dbpedia.org/resource/Varennes-sur-Loire	Varennes-sur-Loire
http://dbpedia.org/resource/Varennes-sur-Morge	Varennes-sur-Morge
http://dbpedia.org/resource/Varennes-sur-Seine	Varennes-sur-Seine
http://dbpedia.org/resource/Varennes-sur-Usson	Varennes-sur-Usson
"http://dbpedia.org/resource/Vedea,_Giurgiu"	"Vedea, Giurgiu"
"http://dbpedia.org/resource/Vedea,_Teleorman"	"Vedea, Teleorman"
"http://dbpedia.org/resource/Veinticinco_de_Mayo,_La_Pampa"	"Veinticinco de Mayo, La Pampa"
"http://dbpedia.org/resource/Veinticinco_de_Mayo,_Uruguay"	"Veinticinco de Mayo, Uruguay"
http://dbpedia.org/resource/Veinticinco_de_Mayo_(Misiones)	Veinticinco de Mayo (Misiones)
"http://dbpedia.org/resource/Villa_Maria,_Uganda"	"Villa Maria, Uganda"
http://dbpedia.org/resource/Villa_Maria_(Long_Island)	Villa Maria (Long Island)
http://dbpedia.org/resource/Virginia_State_Route_400	Virginia State Route 400
"http://dbpedia.org/resource/Vitina,_Bosnia_and_Herzegovina"	"Vitina, Bosnia and Herzegovina"
"http://dbpedia.org/resource/Walcha,_New_South_Wales"	"Walcha, New South Wales"
http://dbpedia.org/resource/Walcha_Shire	Walcha Shire
http://dbpedia.org/resource/Washington_Street_(Indianapolis)	Washington Street (Indianapolis)
http://dbpedia.org/resource/West_Ella	West Ella
http://dbpedia.org/resource/West_Ham_station	West Ham station
http://dbpedia.org/resource/Westfield_Horton_Plaza	Westfield Horton Plaza
http://dbpedia.org/resource/Westmount‰ÛÓVille-Marie	Westmount‰ÛÓVille-Marie
http://dbpedia.org/resource/Westshore_(Tampa)	Westshore (Tampa)
http://dbpedia.org/resource/Wick_Airport	Wick Airport
http://dbpedia.org/resource/Wildfire_(KolmÌ´rden_Wildlife_Park)	Wildfire (KolmÌ´rden Wildlife Park)
http://dbpedia.org/resource/Wildfire_(Silver_Dollar_City)	Wildfire (Silver Dollar City)
"http://dbpedia.org/resource/Wingham,_Kent"	"Wingham, Kent"
http://dbpedia.org/resource/Wingham/Richard_W._LeVan_Aerodrome	Wingham/Richard W. LeVan Aerodrome
http://dbpedia.org/resource/Wingham_River	Wingham River
http://dbpedia.org/resource/Workington	Workington
"http://dbpedia.org/resource/Wushan,_Hunan"	"Wushan, Hunan"
http://dbpedia.org/resource/Xiao_County	Xiao County
http://dbpedia.org/resource/Xonqa	Xonqa
http://dbpedia.org/resource/Yanaizu_Station_(Gifu)	Yanaizu Station (Gifu)
http://dbpedia.org/resource/YaoundÌ©_Nsimalen_International_Airport	YaoundÌ© Nsimalen International Airport
http://dbpedia.org/resource/Yass_River	Yass River
http://dbpedia.org/resource/Yass_Valley_Way	Yass Valley Way
"http://dbpedia.org/resource/Ypsilanti,_Michigan"	"Ypsilanti, Michigan"
"http://dbpedia.org/resource/Ypsilanti,_North_Dakota"	"Ypsilanti, North Dakota"
"http://dbpedia.org/resource/Ypsilanti_Township,_Stutsman_County,_North_Dakota"	"Ypsilanti Township, Stutsman County, North Dakota"
http://dbpedia.org/resource/Zahir_Mosque	Zahir Mosque
http://dbpedia.org/resource/Zahri	Zahri
http://dbpedia.org/resource/Zuni-Bandera_volcanic_field	Zuni-Bandera volcanic field
http://dbpedia.org/resource/'Ksan	'Ksan
http://dbpedia.org/resource/(419624)_2010_SO16	(419624) 2010 SO16
"http://dbpedia.org/resource/100_Avenue,_Edmonton"	"100 Avenue, Edmonton"
http://dbpedia.org/resource/102_Miriam	102 Miriam
http://dbpedia.org/resource/1093_Freda	1093 Freda
http://dbpedia.org/resource/1108_Demeter	1108 Demeter
http://dbpedia.org/resource/1114_Lorraine	1114 Lorraine
http://dbpedia.org/resource/111_Ate	111 Ate
http://dbpedia.org/resource/11248_BlÌ©riot	11248 BlÌ©riot
http://dbpedia.org/resource/1160_Illyria	1160 Illyria
http://dbpedia.org/resource/1162_Larissa	1162 Larissa
http://dbpedia.org/resource/1193_Africa	1193 Africa
http://dbpedia.org/resource/135_Hertha	135 Hertha
http://dbpedia.org/resource/1388_Aphrodite	1388 Aphrodite
http://dbpedia.org/resource/174_Phaedra	174 Phaedra
http://dbpedia.org/resource/181_Eucharis	181 Eucharis
http://dbpedia.org/resource/1865_Cerberus	1865 Cerberus
http://dbpedia.org/resource/1923_Osiris	1923 Osiris
http://dbpedia.org/resource/1981_Midas	1981 Midas
http://dbpedia.org/resource/200_Public_Square	200 Public Square
http://dbpedia.org/resource/2091_Sampo	2091 Sampo
http://dbpedia.org/resource/20_Massalia	20 Massalia
http://dbpedia.org/resource/2146_Stentor	2146 Stentor
http://dbpedia.org/resource/2244_Tesla	2244 Tesla
http://dbpedia.org/resource/23rd_Street_(PATH_station)	23rd Street (PATH station)
http://dbpedia.org/resource/244_Sita	244 Sita
http://dbpedia.org/resource/26_Broadway	26 Broadway
http://dbpedia.org/resource/26_Proserpina	26 Proserpina
http://dbpedia.org/resource/3015_Candy	3015 Candy
http://dbpedia.org/resource/302_Clarissa	302 Clarissa
http://dbpedia.org/resource/3204_Lindgren	3204 Lindgren
http://dbpedia.org/resource/32_Pomona	32 Pomona
http://dbpedia.org/resource/3568_ASCII	3568 ASCII
http://dbpedia.org/resource/3917_Franz_Schubert	3917 Franz Schubert
http://dbpedia.org/resource/3Arena	3Arena
http://dbpedia.org/resource/423_Diotima	423 Diotima
http://dbpedia.org/resource/458_Hercynia	458 Hercynia
http://dbpedia.org/resource/490_Veritas	490 Veritas
http://dbpedia.org/resource/5143_Heracles	5143 Heracles
http://dbpedia.org/resource/551_Ortrud	551 Ortrud
http://dbpedia.org/resource/55_Water_Street	55 Water Street
http://dbpedia.org/resource/569_Misa	569 Misa
http://dbpedia.org/resource/580_Selene	580 Selene
http://dbpedia.org/resource/5_(Los_Angeles_Railway)	5 (Los Angeles Railway)
http://dbpedia.org/resource/603_Timandra	603 Timandra
http://dbpedia.org/resource/642_Clara	642 Clara
http://dbpedia.org/resource/6473_Winkler	6473 Winkler
http://dbpedia.org/resource/68_Leto	68 Leto
http://dbpedia.org/resource/704_Interamnia	704 Interamnia
http://dbpedia.org/resource/734_Benda	734 Benda
http://dbpedia.org/resource/754_Malabar	754 Malabar
http://dbpedia.org/resource/79360_Sila‰ÛÒNunam	79360 Sila‰ÛÒNunam
http://dbpedia.org/resource/815_Coppelia	815 Coppelia
http://dbpedia.org/resource/8th_arrondissement_of_Lyon	8th arrondissement of Lyon
http://dbpedia.org/resource/8th_arrondissement_of_Marseille	8th arrondissement of Marseille
http://dbpedia.org/resource/8th_arrondissement_of_the_Littoral_Department	8th arrondissement of the Littoral Department
http://dbpedia.org/resource/905_Universitas	905 Universitas
http://dbpedia.org/resource/A404(M)_motorway	A404(M) motorway
http://dbpedia.org/resource/ADM-Aeolus	ADM-Aeolus
http://dbpedia.org/resource/AEP_Building	AEP Building
http://dbpedia.org/resource/AFAS_Stadion	AFAS Stadion
http://dbpedia.org/resource/AIDA_(mission)	AIDA (mission)
"http://dbpedia.org/resource/ANZAC_Parade,_Canberra"	"ANZAC Parade, Canberra"
http://dbpedia.org/resource/ARGOS_(satellite)	ARGOS (satellite)
http://dbpedia.org/resource/ATB_Place	ATB Place
"http://dbpedia.org/resource/Abdal,_Azerbaijan"	"Abdal, Azerbaijan"
"http://dbpedia.org/resource/Abdal,_Gurdaspur,_Punjab"	"Abdal, Gurdaspur, Punjab"
http://dbpedia.org/resource/Abdallah_Ibn_Salam_Mosque	Abdallah Ibn Salam Mosque
"http://dbpedia.org/resource/Abell,_Baltimore"	"Abell, Baltimore"
"http://dbpedia.org/resource/Abells_Corners,_Wisconsin"	"Abells Corners, Wisconsin"
http://dbpedia.org/resource/Aber_(LNWR)_railway_station	Aber (LNWR) railway station
"http://dbpedia.org/resource/Aber_Village,_Powys"	"Aber Village, Powys"
http://dbpedia.org/resource/Aber_railway_station	Aber railway station
http://dbpedia.org/resource/Aberdeen_Royal_Infirmary	Aberdeen Royal Infirmary
http://dbpedia.org/resource/Abergwyngregyn	Abergwyngregyn
http://dbpedia.org/resource/Abia_Community	Abia Community
"http://dbpedia.org/resource/Abram,_Lodz_Voivodeship"	"Abram, Lodz Voivodeship"
"http://dbpedia.org/resource/Abu_Omar,_Idlib"	"Abu Omar, Idlib"
http://dbpedia.org/resource/Acadia_River	Acadia River
http://dbpedia.org/resource/Acadiana	Acadiana
http://dbpedia.org/resource/Aceh_Sultanate	Aceh Sultanate
http://dbpedia.org/resource/Achstetten	Achstetten
http://dbpedia.org/resource/Acomb_Park	Acomb Park
http://dbpedia.org/resource/Acueducto_de_los_Milagros	Acueducto de los Milagros
"http://dbpedia.org/resource/Acy,_Aisne"	"Acy, Aisne"
"http://dbpedia.org/resource/Acy,_Louisiana"	"Acy, Louisiana"
http://dbpedia.org/resource/Acy-Romance	Acy-Romance
http://dbpedia.org/resource/Acy-en-Multien	Acy-en-Multien
http://dbpedia.org/resource/Ad_Dar_Al_Bayda'	Ad Dar Al Bayda'
"http://dbpedia.org/resource/Ada_Township,_Dickey_County,_North_Dakota"	"Ada Township, Dickey County, North Dakota"
"http://dbpedia.org/resource/Ada_Township,_Perkins_County,_South_Dakota"	"Ada Township, Perkins County, South Dakota"
http://dbpedia.org/resource/Adam_Spach_Rock_House_Site	Adam Spach Rock House Site
http://dbpedia.org/resource/Adana_YeÅÙiloba_Hippodrome	Adana YeÅÙiloba Hippodrome
"http://dbpedia.org/resource/Addo,_Eastern_Cape"	"Addo, Eastern Cape"
"http://dbpedia.org/resource/Ade,_Indiana"	"Ade, Indiana"
"http://dbpedia.org/resource/Aden,_Illinois"	"Aden, Illinois"
"http://dbpedia.org/resource/Aden,_Virginia"	"Aden, Virginia"
http://dbpedia.org/resource/Aden_International_Airport	Aden International Airport
http://dbpedia.org/resource/Aden_Province	Aden Province
http://dbpedia.org/resource/Aden_Site	Aden Site
http://dbpedia.org/resource/Adg	Adg
http://dbpedia.org/resource/Adrar_des_Ifoghas	Adrar des Ifoghas
http://dbpedia.org/resource/AeroTrain_(Washington_Dulles_International_Airport)	AeroTrain (Washington Dulles International Airport)
http://dbpedia.org/resource/Aerotrain_(KLIA)	Aerotrain (KLIA)
"http://dbpedia.org/resource/Aetorrachi,_Elis"	"Aetorrachi, Elis"
"http://dbpedia.org/resource/Aetos,_Florina"	"Aetos, Florina"
"http://dbpedia.org/resource/Aetos,_Messenia"	"Aetos, Messenia"
http://dbpedia.org/resource/Africa	Africa
http://dbpedia.org/resource/Africa_(Roman_province)	Africa (Roman province)
http://dbpedia.org/resource/Afterburn_(roller_coaster)	Afterburn (roller coaster)
http://dbpedia.org/resource/Agios_Iakovos	Agios Iakovos
"http://dbpedia.org/resource/Agua_Blanca,_Ecuador"	"Agua Blanca, Ecuador"
http://dbpedia.org/resource/Agua_Blanca_(Ibiza)	Agua Blanca (Ibiza)
http://dbpedia.org/resource/Agua_Blanca_(La_Rioja)	Agua Blanca (La Rioja)
http://dbpedia.org/resource/Agua_Blanca_District	Agua Blanca District
http://dbpedia.org/resource/Agua_Blanca_de_Iturbide	Agua Blanca de Iturbide
"http://dbpedia.org/resource/Agua_Caliente,_El_Salvador"	"Agua Caliente, El Salvador"
"http://dbpedia.org/resource/Agua_Caliente,_Tijuana"	"Agua Caliente, Tijuana"
http://dbpedia.org/resource/Agua_Caliente_Regional_Park	Agua Caliente Regional Park
http://dbpedia.org/resource/Agua_Caliente_Solar_Project	Agua Caliente Solar Project
http://dbpedia.org/resource/Aguada_San_Roque	Aguada San Roque
"http://dbpedia.org/resource/Aguinaldo,_Ifugao"	"Aguinaldo, Ifugao"
http://dbpedia.org/resource/Aid_(WÌ_rm)	Aid (WÌ_rm)
"http://dbpedia.org/resource/Aida,_Okayama"	"Aida, Okayama"
http://dbpedia.org/resource/Aida_Camp	Aida Camp
http://dbpedia.org/resource/Aiguille_Blanche_de_Peuterey	Aiguille Blanche de Peuterey
"http://dbpedia.org/resource/Aine,_Dahanu"	"Aine, Dahanu"
http://dbpedia.org/resource/Airbles_railway_station	Airbles railway station
http://dbpedia.org/resource/Airon-Saint-Vaast	Airon-Saint-Vaast
http://dbpedia.org/resource/Airport_Road_(Huntsville)	Airport Road (Huntsville)
