entity	label
http://dbpedia.org/resource/Dimona	Dimona
http://dbpedia.org/resource/Dorado	Dorado
http://dbpedia.org/resource/Dumbarton_Bridge_(California)	Dumbarton Bridge (California)
http://dbpedia.org/resource/Durrani_Empire	Durrani Empire
http://dbpedia.org/resource/Earth	Earth
http://dbpedia.org/resource/East_Berlin	East Berlin
http://dbpedia.org/resource/East_Germany	East Germany
http://dbpedia.org/resource/East_Pakistan	East Pakistan
http://dbpedia.org/resource/East_River	East River
"http://dbpedia.org/resource/Eastmoreland,_Portland,_Oregon"	"Eastmoreland, Portland, Oregon"
"http://dbpedia.org/resource/Ebor,_New_South_Wales"	"Ebor, New South Wales"
http://dbpedia.org/resource/Eden_Project	Eden Project
http://dbpedia.org/resource/Eiffel_Tower	Eiffel Tower
http://dbpedia.org/resource/Elba	Elba
http://dbpedia.org/resource/Elbl€Ég	Elbl€Ég
"http://dbpedia.org/resource/Ellensburg,_Washington"	"Ellensburg, Washington"
http://dbpedia.org/resource/Ellis_Island	Ellis Island
http://dbpedia.org/resource/Empire_State_Building	Empire State Building
http://dbpedia.org/resource/Emsworth	Emsworth
http://dbpedia.org/resource/English_Channel	English Channel
http://dbpedia.org/resource/Enniskillen	Enniskillen
http://dbpedia.org/resource/Epsilon_Ursae_Majoris	Epsilon Ursae Majoris
http://dbpedia.org/resource/Equuleus	Equuleus
http://dbpedia.org/resource/Erie_Canal	Erie Canal
http://dbpedia.org/resource/Esperantujo	Esperantujo
"http://dbpedia.org/resource/Eth,_Nord"	"Eth, Nord"
"http://dbpedia.org/resource/Eugene,_Oregon"	"Eugene, Oregon"
http://dbpedia.org/resource/Euphrates	Euphrates
"http://dbpedia.org/resource/Eureka,_Missouri"	"Eureka, Missouri"
http://dbpedia.org/resource/Europa_Island	Europa Island
http://dbpedia.org/resource/Europe	Europe
http://dbpedia.org/resource/European_Coal_and_Steel_Community	European Coal and Steel Community
http://dbpedia.org/resource/European_Economic_Community	European Economic Community
http://dbpedia.org/resource/European_route_E4	European route E4
http://dbpedia.org/resource/Fair_Isle	Fair Isle
"http://dbpedia.org/resource/Fairmount,_Indiana"	"Fairmount, Indiana"
http://dbpedia.org/resource/Fenway_Park	Fenway Park
http://dbpedia.org/resource/Flanders	Flanders
http://dbpedia.org/resource/Flores	Flores
http://dbpedia.org/resource/Fontainebleau	Fontainebleau
http://dbpedia.org/resource/Fornax	Fornax
"http://dbpedia.org/resource/Fort_Collins,_Colorado"	"Fort Collins, Colorado"
"http://dbpedia.org/resource/Fort_Wayne,_Indiana"	"Fort Wayne, Indiana"
"http://dbpedia.org/resource/Fort_William,_Highland"	"Fort William, Highland"
http://dbpedia.org/resource/French_Guinea	French Guinea
http://dbpedia.org/resource/French_Southern_and_Antarctic_Lands	French Southern and Antarctic Lands
http://dbpedia.org/resource/Fuerteventura	Fuerteventura
http://dbpedia.org/resource/Galileo_(spacecraft)	Galileo (spacecraft)
http://dbpedia.org/resource/Ganges	Ganges
"http://dbpedia.org/resource/Gary,_Indiana"	"Gary, Indiana"
http://dbpedia.org/resource/GdaÅãsk	GdaÅãsk
http://dbpedia.org/resource/Gemini_10	Gemini 10
http://dbpedia.org/resource/Geography_of_Cyprus	Geography of Cyprus
http://dbpedia.org/resource/Geography_of_Dominica	Geography of Dominica
http://dbpedia.org/resource/Geography_of_Greenland	Geography of Greenland
http://dbpedia.org/resource/Geography_of_Grenada	Geography of Grenada
http://dbpedia.org/resource/Geography_of_Guam	Geography of Guam
http://dbpedia.org/resource/Geography_of_Jamaica	Geography of Jamaica
http://dbpedia.org/resource/Geography_of_Jersey	Geography of Jersey
http://dbpedia.org/resource/Geography_of_Montserrat	Geography of Montserrat
http://dbpedia.org/resource/Geography_of_Nauru	Geography of Nauru
http://dbpedia.org/resource/Geography_of_New_Caledonia	Geography of New Caledonia
http://dbpedia.org/resource/Geography_of_Puerto_Rico	Geography of Puerto Rico
http://dbpedia.org/resource/Geography_of_RÌ©union	Geography of RÌ©union
http://dbpedia.org/resource/Geography_of_Saint_Lucia	Geography of Saint Lucia
http://dbpedia.org/resource/Geography_of_Saint_Pierre_and_Miquelon	Geography of Saint Pierre and Miquelon
http://dbpedia.org/resource/Geography_of_Sri_Lanka	Geography of Sri Lanka
http://dbpedia.org/resource/Geography_of_Svalbard	Geography of Svalbard
http://dbpedia.org/resource/Geography_of_the_Falkland_Islands	Geography of the Falkland Islands
http://dbpedia.org/resource/Geography_of_the_Isle_of_Man	Geography of the Isle of Man
http://dbpedia.org/resource/German_Empire	German Empire
http://dbpedia.org/resource/Ghent	Ghent
http://dbpedia.org/resource/Glasnevin	Glasnevin
http://dbpedia.org/resource/Glorioso_Islands	Glorioso Islands
http://dbpedia.org/resource/Golden_Gate_Bridge	Golden Gate Bridge
"http://dbpedia.org/resource/Goshen,_Indiana"	"Goshen, Indiana"
http://dbpedia.org/resource/Gothenburg	Gothenburg
"http://dbpedia.org/resource/Granville,_New_South_Wales"	"Granville, New South Wales"
http://dbpedia.org/resource/Great_Rift_Valley	Great Rift Valley
http://dbpedia.org/resource/Great_Victoria_Desert	Great Victoria Desert
http://dbpedia.org/resource/Greenwich_Village	Greenwich Village
http://dbpedia.org/resource/Grus_(constellation)	Grus (constellation)
http://dbpedia.org/resource/Guantanamo_Bay_Naval_Base	Guantanamo Bay Naval Base
http://dbpedia.org/resource/Guatemala_City	Guatemala City
http://dbpedia.org/resource/Guernica	Guernica
http://dbpedia.org/resource/Gulf_of_Finland	Gulf of Finland
http://dbpedia.org/resource/Gusana	Gusana
http://dbpedia.org/resource/GÌ_ta_Ì_lv	GÌ_ta Ì_lv
http://dbpedia.org/resource/HM_Prison_Dartmoor	HM Prison Dartmoor
http://dbpedia.org/resource/Hamoaze	Hamoaze
"http://dbpedia.org/resource/Hanover,_New_Hampshire"	"Hanover, New Hampshire"
http://dbpedia.org/resource/Hanseatic_League	Hanseatic League
http://dbpedia.org/resource/Harwich	Harwich
"http://dbpedia.org/resource/Harwich,_Massachusetts"	"Harwich, Massachusetts"
http://dbpedia.org/resource/Hastings	Hastings
"http://dbpedia.org/resource/Hatfield,_Hertfordshire"	"Hatfield, Hertfordshire"
http://dbpedia.org/resource/Hawick	Hawick
http://dbpedia.org/resource/Hayling_Island	Hayling Island
http://dbpedia.org/resource/Heathrow_Airport	Heathrow Airport
http://dbpedia.org/resource/Herat	Herat
http://dbpedia.org/resource/Hertfordshire	Hertfordshire
http://dbpedia.org/resource/Hilter	Hilter
http://dbpedia.org/resource/Hispaniola	Hispaniola
http://dbpedia.org/resource/History_of_Nauru	History of Nauru
http://dbpedia.org/resource/Hittites	Hittites
http://dbpedia.org/resource/Hobart	Hobart
http://dbpedia.org/resource/Holland	Holland
http://dbpedia.org/resource/Holy_Roman_Empire	Holy Roman Empire
http://dbpedia.org/resource/Hook_of_Holland	Hook of Holland
http://dbpedia.org/resource/Hoover_Dam	Hoover Dam
http://dbpedia.org/resource/Hopewell_Centre_(Hong_Kong)	Hopewell Centre (Hong Kong)
http://dbpedia.org/resource/Houston	Houston
http://dbpedia.org/resource/Howland_Island	Howland Island
http://dbpedia.org/resource/Hoy	Hoy
http://dbpedia.org/resource/Huns	Huns
http://dbpedia.org/resource/Hydrus	Hydrus
http://dbpedia.org/resource/Iberian_Peninsula	Iberian Peninsula
http://dbpedia.org/resource/Inca_Empire	Inca Empire
http://dbpedia.org/resource/Indus_River	Indus River
http://dbpedia.org/resource/International_Criminal_Court	International Criminal Court
http://dbpedia.org/resource/Iona	Iona
http://dbpedia.org/resource/Islamabad_Capital_Territory	Islamabad Capital Territory
http://dbpedia.org/resource/Isle_Royale_National_Park	Isle Royale National Park
"http://dbpedia.org/resource/Ithaca,_New_York"	"Ithaca, New York"
http://dbpedia.org/resource/Jabal_Ram	Jabal Ram
"http://dbpedia.org/resource/Jackson,_Mississippi"	"Jackson, Mississippi"
http://dbpedia.org/resource/Jalalabad	Jalalabad
http://dbpedia.org/resource/Javary_River	Javary River
http://dbpedia.org/resource/Jericho	Jericho
http://dbpedia.org/resource/John_Sealy_Hospital	John Sealy Hospital
http://dbpedia.org/resource/Johnston_Atoll	Johnston Atoll
http://dbpedia.org/resource/Juan_FernÌÁndez_Islands	Juan FernÌÁndez Islands
http://dbpedia.org/resource/Juan_de_Nova_Island	Juan de Nova Island
http://dbpedia.org/resource/JuruÌÁ_River	JuruÌÁ River
http://dbpedia.org/resource/K2	K2
http://dbpedia.org/resource/Kajang	Kajang
http://dbpedia.org/resource/Kalahari_Desert	Kalahari Desert
http://dbpedia.org/resource/Kaliningrad_Oblast	Kaliningrad Oblast
http://dbpedia.org/resource/Kalmar_Union	Kalmar Union
http://dbpedia.org/resource/Kangchenjunga	Kangchenjunga
http://dbpedia.org/resource/Kansas	Kansas
http://dbpedia.org/resource/Kara_Sea	Kara Sea
http://dbpedia.org/resource/Kariba_Dam	Kariba Dam
http://dbpedia.org/resource/KeflavÌ_k	KeflavÌ_k
http://dbpedia.org/resource/Kemerovo	Kemerovo
http://dbpedia.org/resource/Kenilworth_Castle	Kenilworth Castle
http://dbpedia.org/resource/Kerguelen_Islands	Kerguelen Islands
http://dbpedia.org/resource/Kesgrave	Kesgrave
http://dbpedia.org/resource/Kettlebaston	Kettlebaston
http://dbpedia.org/resource/Khazars	Khazars
http://dbpedia.org/resource/Khunjerab_Pass	Khunjerab Pass
http://dbpedia.org/resource/Khyber_Pakhtunkhwa	Khyber Pakhtunkhwa
http://dbpedia.org/resource/Kiel_Canal	Kiel Canal
http://dbpedia.org/resource/Kingdom_of_Essex	Kingdom of Essex
http://dbpedia.org/resource/Kingdom_of_Israel_(Samaria)	Kingdom of Israel (Samaria)
http://dbpedia.org/resource/Kingdom_of_Jerusalem	Kingdom of Jerusalem
http://dbpedia.org/resource/Kingdom_of_Judah	Kingdom of Judah
http://dbpedia.org/resource/Kingman_Reef	Kingman Reef
http://dbpedia.org/resource/Kington_Magna	Kington Magna
http://dbpedia.org/resource/Kiritimati	Kiritimati
http://dbpedia.org/resource/Knaresborough_Castle	Knaresborough Castle
http://dbpedia.org/resource/KoÅâobrzeg	KoÅâobrzeg
http://dbpedia.org/resource/Krakatoa	Krakatoa
http://dbpedia.org/resource/Kuala_Lumpur	Kuala Lumpur
http://dbpedia.org/resource/Kyushu	Kyushu
http://dbpedia.org/resource/Lake_Abitibi	Lake Abitibi
http://dbpedia.org/resource/Lake_Balaton	Lake Balaton
http://dbpedia.org/resource/Lake_Champlain	Lake Champlain
http://dbpedia.org/resource/Lake_Eyre	Lake Eyre
http://dbpedia.org/resource/Lake_Kickapoo	Lake Kickapoo
http://dbpedia.org/resource/Lake_Ladoga	Lake Ladoga
http://dbpedia.org/resource/Lake_Michigan	Lake Michigan
http://dbpedia.org/resource/Lake_Nicaragua	Lake Nicaragua
http://dbpedia.org/resource/Lake_Superior	Lake Superior
http://dbpedia.org/resource/Lake_Tana	Lake Tana
http://dbpedia.org/resource/Lake_Toba	Lake Toba
http://dbpedia.org/resource/Lamorna	Lamorna
"http://dbpedia.org/resource/Lansing,_Michigan"	"Lansing, Michigan"
http://dbpedia.org/resource/Larissa	Larissa
http://dbpedia.org/resource/Lascaux	Lascaux
http://dbpedia.org/resource/Latin_America	Latin America
http://dbpedia.org/resource/Lausanne	Lausanne
http://dbpedia.org/resource/Le_Mans	Le Mans
http://dbpedia.org/resource/League_of_Nations	League of Nations
http://dbpedia.org/resource/Leo_(constellation)	Leo (constellation)
http://dbpedia.org/resource/Lepus_(constellation)	Lepus (constellation)
http://dbpedia.org/resource/Lesser_Poland_Voivodeship	Lesser Poland Voivodeship
http://dbpedia.org/resource/Libra_(constellation)	Libra (constellation)
http://dbpedia.org/resource/Library_of_Alexandria	Library of Alexandria
http://dbpedia.org/resource/Lighthouse_of_Alexandria	Lighthouse of Alexandria
http://dbpedia.org/resource/Limburg_an_der_Lahn	Limburg an der Lahn
"http://dbpedia.org/resource/Lincoln,_Nebraska"	"Lincoln, Nebraska"
"http://dbpedia.org/resource/Lincoln,_New_Hampshire"	"Lincoln, New Hampshire"
http://dbpedia.org/resource/Lindisfarne	Lindisfarne
http://dbpedia.org/resource/List_of_islands_of_Michigan	List of islands of Michigan
http://dbpedia.org/resource/Liverpool	Liverpool
http://dbpedia.org/resource/London	London
http://dbpedia.org/resource/London_Post_Office_Railway	London Post Office Railway
http://dbpedia.org/resource/Long_Island	Long Island
"http://dbpedia.org/resource/Longmeadow,_Massachusetts"	"Longmeadow, Massachusetts"
"http://dbpedia.org/resource/Los_Altos,_California"	"Los Altos, California"
http://dbpedia.org/resource/Los_Angeles_International_Airport	Los Angeles International Airport
http://dbpedia.org/resource/Louisiana_Purchase	Louisiana Purchase
http://dbpedia.org/resource/Louvre	Louvre
http://dbpedia.org/resource/Lower_Peninsula_of_Michigan	Lower Peninsula of Michigan
http://dbpedia.org/resource/Lundy	Lundy
http://dbpedia.org/resource/Lupus_(constellation)	Lupus (constellation)
http://dbpedia.org/resource/Lusitania	Lusitania
http://dbpedia.org/resource/Lyra	Lyra
http://dbpedia.org/resource/Lysithea_(moon)	Lysithea (moon)
http://dbpedia.org/resource/M25_motorway	M25 motorway
http://dbpedia.org/resource/Maasai_Mara	Maasai Mara
http://dbpedia.org/resource/Macedonia_(region)	Macedonia (region)
http://dbpedia.org/resource/Mackinac_Bridge	Mackinac Bridge
http://dbpedia.org/resource/Madeira_River	Madeira River
http://dbpedia.org/resource/Maginot_Line	Maginot Line
http://dbpedia.org/resource/Main_(river)	Main (river)
http://dbpedia.org/resource/Manama	Manama
http://dbpedia.org/resource/MaraÌ±Ì_n_River	MaraÌ±Ì_n River
http://dbpedia.org/resource/Mariner_4	Mariner 4
http://dbpedia.org/resource/Marrakesh	Marrakesh
http://dbpedia.org/resource/Masuria	Masuria
http://dbpedia.org/resource/Mediterranean_Sea	Mediterranean Sea
http://dbpedia.org/resource/Megara	Megara
http://dbpedia.org/resource/Melbourne_Cricket_Ground	Melbourne Cricket Ground
http://dbpedia.org/resource/Mercury_(planet)	Mercury (planet)
http://dbpedia.org/resource/Microscopium	Microscopium
http://dbpedia.org/resource/Midway_Atoll	Midway Atoll
http://dbpedia.org/resource/Mindanao	Mindanao
http://dbpedia.org/resource/Mira	Mira
http://dbpedia.org/resource/Miranda_(moon)	Miranda (moon)
http://dbpedia.org/resource/Mississippi_River	Mississippi River
http://dbpedia.org/resource/Missouri_River	Missouri River
http://dbpedia.org/resource/Montauban	Montauban
http://dbpedia.org/resource/Moon	Moon
http://dbpedia.org/resource/Morona	Morona
http://dbpedia.org/resource/Motala_strÌ_m	Motala strÌ_m
http://dbpedia.org/resource/Mount_Baker	Mount Baker
http://dbpedia.org/resource/Mount_Logan	Mount Logan
http://dbpedia.org/resource/Mount_Lykaion	Mount Lykaion
http://dbpedia.org/resource/Mozambique_Channel	Mozambique Channel
http://dbpedia.org/resource/Murray_River	Murray River
http://dbpedia.org/resource/Mutley_Plain	Mutley Plain
http://dbpedia.org/resource/MÌ_laren	MÌ_laren
http://dbpedia.org/resource/Nag_Hammadi	Nag Hammadi
http://dbpedia.org/resource/Naiad_(moon)	Naiad (moon)
http://dbpedia.org/resource/Nanay_River	Nanay River
http://dbpedia.org/resource/Napo_River	Napo River
"http://dbpedia.org/resource/Nashville,_Tennessee"	"Nashville, Tennessee"
"http://dbpedia.org/resource/Nassau,_Bahamas"	"Nassau, Bahamas"
