Actor, president_concept,	 0.117
Actor, president_concept,	 0.16
Actor, president_concept,	 0.258
Actor, president_concept,	 0.214
Actor, president_concept,	 0.195
Actor, president_concept,	 0.219
Actor, president_concept,	 0.203
Actor, president_concept,	 0.229
Actor, president_concept,	 0.232
Actor, president_concept,	 0.102
Actor, president_concept,	 0.151
Actor, president_concept,	 0.151
Actor, president_concept,	 0.101
Actor, president_concept,	 0.123
Actor, president_concept,	 0.17
Actor, president_concept,	 0.205
Actor, president_concept,	 0.083
Actor, president_concept,	 0.275
Actor, president_concept,	 0.05
Actor, president_concept,	 0.099
Book, president_concept,	 0.02
Book, president_concept,	 0.273
Book, president_concept,	 0.364
Book, president_concept,	 0.031
Book, president_concept,	 0.33
Book, president_concept,	 0.365
Book, president_concept,	 0.155
Book, president_concept,	 0.277
Book, president_concept,	 0.228
Book, president_concept,	 0.072
Book, president_concept,	 0.269
Book, president_concept,	 0.299
Book, president_concept,	 0.123
Book, president_concept,	 0.3
Book, president_concept,	 0.205
Book, president_concept,	 0.38
Book, president_concept,	 0.347
Book, president_concept,	 0.252
Book, president_concept,	 0.347
Book, president_concept,	 0.347
City, president_concept,	 0.185
City, president_concept,	 0.123
City, president_concept,	 0.166
City, president_concept,	 0.181
City, president_concept,	 0.281
City, president_concept,	 0.216
City, president_concept,	 0.239
City, president_concept,	 0.132
City, president_concept,	 0.198
City, president_concept,	 0.29
City, president_concept,	 0.154
City, president_concept,	 0.119
City, president_concept,	 0.2
City, president_concept,	 0.159
City, president_concept,	 0.225
City, president_concept,	 0.211
City, president_concept,	 0.3
City, president_concept,	 0.136
City, president_concept,	 0.155
City, president_concept,	 0.229
Company, president_concept,	 0.105
Company, president_concept,	 0.202
Company, president_concept,	 0.092
Company, president_concept,	 0.185
Company, president_concept,	 0.152
Company, president_concept,	 0.122
Company, president_concept,	 0.116
Company, president_concept,	 0.09
Company, president_concept,	 0.477
Company, president_concept,	 0.239
Company, president_concept,	 0.122
Company, president_concept,	 0.175
Company, president_concept,	 0.153
Company, president_concept,	 0.091
Company, president_concept,	 0.283
Company, president_concept,	 0.238
Company, president_concept,	 0.149
Company, president_concept,	 0.197
Company, president_concept,	 0.203
Company, president_concept,	 0.377
Country, president_concept,	 0.312
Country, president_concept,	 0.324
Country, president_concept,	 0.398
Country, president_concept,	 0.296
Country, president_concept,	 0.145
Country, president_concept,	 0.289
Country, president_concept,	 0.17
Country, president_concept,	 0.551
Country, president_concept,	 0.303
Country, president_concept,	 0.3
Country, president_concept,	 0.218
Country, president_concept,	 0.133
Country, president_concept,	 0.438
Country, president_concept,	 0.417
Country, president_concept,	 0.339
Country, president_concept,	 0.324
Country, president_concept,	 0.372
Country, president_concept,	 0.282
Country, president_concept,	 0.473
Country, president_concept,	 0.263
Film, president_concept,	 0.129
Film, president_concept,	 0.092
Film, president_concept,	 0.338
Film, president_concept,	 0.27
Film, president_concept,	 0.123
Film, president_concept,	 0.338
Film, president_concept,	 0.148
Film, president_concept,	 0.265
Film, president_concept,	 0.108
Film, president_concept,	 0.274
Film, president_concept,	 0.062
