Actor, book_concept, 0.151
Actor, book_concept, 0.138
Actor, book_concept, 0.134
Actor, book_concept, 0.109
Actor, book_concept, 0.117
Actor, book_concept, 0.108
Actor, book_concept, 0.08
Actor, book_concept, 0.152
Actor, book_concept, 0.092
Actor, book_concept, 0.126
Actor, book_concept, 0.155
Actor, book_concept, 0.157
Actor, book_concept, 0.098
Actor, book_concept, 0.105
Actor, book_concept, 0.088
Actor, book_concept, 0.133
Actor, book_concept, 0.148
Actor, book_concept, 0.123
Actor, book_concept, 0.153
Actor, book_concept, 0.262
Book, book_concept, 0.317
Book, book_concept, 0.231
Book, book_concept, 0.218
Book, book_concept, 0.181
Book, book_concept, 0.233
Book, book_concept, 0.243
Book, book_concept, 0.218
Book, book_concept, 0.214
Book, book_concept, 0.175
Book, book_concept, 0.226
Book, book_concept, 0.19
Book, book_concept, 0.285
Book, book_concept, 0.222
Book, book_concept, 0.186
Book, book_concept, 0.178
Book, book_concept, 0.219
Book, book_concept, 0.182
Book, book_concept, 0.194
Book, book_concept, 0.187
Book, book_concept, 0.207
City, book_concept, 0.139
City, book_concept, 0.157
City, book_concept, 0.103
City, book_concept, 0.121
City, book_concept, 0.115
City, book_concept, 0.105
City, book_concept, 0.089
City, book_concept, 0.186
City, book_concept, 0.179
City, book_concept, 0.087
City, book_concept, 0.123
City, book_concept, 0.088
City, book_concept, 0.14
City, book_concept, 0.168
City, book_concept, 0.054
City, book_concept, 0.059
City, book_concept, 0.13
City, book_concept, 0.172
City, book_concept, 0.146
City, book_concept, 0.146
Company, book_concept, 0.189
Company, book_concept, 0.216
Company, book_concept, 0.142
Company, book_concept, 0.154
Company, book_concept, 0.117
Company, book_concept, 0.163
Company, book_concept, 0.154
Company, book_concept, 0.138
Company, book_concept, 0.178
Company, book_concept, 0.17
Company, book_concept, 0.234
Company, book_concept, 0.203
Company, book_concept, 0.14
Company, book_concept, 0.289
Company, book_concept, 0.159
Company, book_concept, 0.134
Company, book_concept, 0.158
Company, book_concept, 0.186
Company, book_concept, 0.059
Company, book_concept, 0.18
Country, book_concept, 0.081
Country, book_concept, 0.072
Country, book_concept, 0.168
Country, book_concept, 0.159
Country, book_concept, 0.169
Country, book_concept, 0.159
Country, book_concept, 0.178
Country, book_concept, 0.205
Country, book_concept, 0.157
Country, book_concept, 0.102
Country, book_concept, 0.096
Country, book_concept, 0.046
Country, book_concept, 0.164
Country, book_concept, 0.167
