President, writer_concept, 0.033
President, writer_concept, -0.062
University, writer_concept, 0.187
University, writer_concept, 0.055
University, writer_concept, 0.282
University, writer_concept, 0.299
University, writer_concept, 0.077
University, writer_concept, 0.15
University, writer_concept, 0.095
University, writer_concept, 0.061
University, writer_concept, 0.022
University, writer_concept, 0.17
University, writer_concept, -0.222
University, writer_concept, 0.012
University, writer_concept, 0.102
University, writer_concept, 0.164
University, writer_concept, 0.094
University, writer_concept, 0.083
University, writer_concept, 0.163
University, writer_concept, 0.151
University, writer_concept, 0.04
University, writer_concept, 0.201
Writer, writer_concept, 0.052
Writer, writer_concept, 0.532
Writer, writer_concept, 0.154
Writer, writer_concept, 0.325
Writer, writer_concept, 0.264
Writer, writer_concept, 0.302
Writer, writer_concept, 0.104
Writer, writer_concept, 0.332
Writer, writer_concept, 0.244
Writer, writer_concept, 0.292
Writer, writer_concept, 0.218
Writer, writer_concept, 0.571
Writer, writer_concept, 0.036
Writer, writer_concept, 0.102
Writer, writer_concept, 0.2
Writer, writer_concept, 0.195
Writer, writer_concept, 0.131
Writer, writer_concept, 0.201
Writer, writer_concept, 0.081
Writer, writer_concept, 0.188
